Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages 
alcatel,alcatel Pixi 3 (4),https://fdn2.gsmarena.com/vv/bigpic/alcatel-pixi-3-4.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 - EMEA,"1, 3, 7, 8, 20 - EMEA","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, January. Released 2015, March",Discontinued,121.3 x 64.2 x 11.6 mm (4.78 x 2.53 x 0.46 in),110 g (3.88 oz),,"Single SIM or Dual SIM (dual stand-by)Mini-SIM (3G model), Micro-SIM (4G model)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 4.2.2 (Jelly Bean), upgradable to 5.0 (Lollipop)",Mediatek MT6572M (3G model)Qualcomm MSM8909 (4G model),Dual-core 1.0 GHz Cortex-A7 (3G model)Quad-core 1.1 GHz Cortex-A7 (4G model),Mali-400Adreno 304,microSDHC (dedicated slot),4GB 512MB RAM,HSDPA 850 / 1900 - LATAM,,LED flash,720p@30fps,2 MP or 5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1400 mAh, removable (EMEA)",,"Black, White","4013D, 4013X",About 50 EUR,,,HSDPA 850 / 1900 / 2100 - LATAM,"1, 2, 4, 7, 28 - LATAM",,,VGA,,,,,,,,,Up to 466 h (2G) / Up to 350 h (3G),Up to 8 h 20 min (2G) / Up to 7 h 40 min (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pixi 3 (3.5) Firefox,https://fdn2.gsmarena.com/vv/bigpic/alcatel-p335-ff.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 - EMEA,,HSPA 21.1/5.76 Mbps,"2015, January. Released 2015, May",Discontinued,112.2 x 62 x 11.9 mm (4.42 x 2.44 x 0.47 in),98 g (3.46 oz),,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~52.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Firefox 2.0,Mediatek MT6572M (28 nm),Dual-core 1.0 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),512MB 256MB RAM,HSDPA 850 / 1900 - LATAM,,LED flash (optional),Yes,2 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS (optional)",FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1300 mAh, removable",,Black,,About 40 EUR,,,HSDPA 850 / 1900 / 2100 - LATAM,MP3/AAC+/WAV player MP4/H.264 player Document viewer,,,VGA,,,,,,,,,Up to 432 h (2G) / Up to 325 h (3G),Up to 7 h (2G) / Up to 6 h 30 min (3G),Up to 40 h,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pixi 3 (3.5),https://fdn2.gsmarena.com/vv/bigpic/alcatel-pixi-3-3.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2015, January. Released 2015, February",Discontinued,112.2 x 62 x 11.9 mm (4.42 x 2.44 x 0.47 in),100 g (3.53 oz),,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~52.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 4.4.2 (KitKat),Mediatek MT6572M (28 nm),Dual-core 1.0 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,HSDPA 850 / 1900,,LED flash (optional),480p@15fps,2 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS (optional)",FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1300 mAh, removable",,"Black, White","4009X, 4009D, 4009A",,,,HSDPA 850 / 1900 / 2100,,,,VGA,,,,,,,,,Up to 432 h (2G) / Up to 325 h (3G),Up to 7 h (2G) / Up to 6 h 30 min (3G),Up to 40 h,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pop D3,https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-d3.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, August. Released 2014, September",Discontinued,121.6 x 64.4 x 12.1 mm (4.79 x 2.54 x 0.48 in),114 g (4.02 oz),,Micro-SIM,"TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~58.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4.2 (KitKat),,Dual-core 1.3 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,,,"LED flash, HDR",720p,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",,"Midnight Blue, Dark Chocolate, Dark Aubergine, White, Red, Yellow, Orange, Green, Purple",,About 130 EUR,,,,,,,VGA,,,Yes,,,,,,Up to 400 h (2G) / Up to 350 h (3G),Up to 9 h (2G) / Up to 6 h (3G),Up to 13 h,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pop D1,https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-d1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, August. Released 2014, September",Discontinued,112.2 x 62 x 12 mm (4.42 x 2.44 x 0.47 in),101 g (3.56 oz),,Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~52.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 4.4.2 (KitKat),,Dual-core 1.0 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,,,HDR,Yes,2 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity","Li-Ion 1300 mAh, removable",,"Midnight Blue, Dark Chocolate, Dark Aubergine, White, Red, Yellow, Orange, Green, Purple",,About 80 EUR,,,,,,,VGA,,,,,,,,,Up to 433 h (2G) / Up to 325 h (3G),Up to 6 h 40 min (2G) / Up to 2 h 40 min (3G),Up to 20 h,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pop Icon,https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-icon.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, September. Released 2014, October",Discontinued,141 x 72.1 x 9.9 mm (5.55 x 2.84 x 0.39 in),149 g (5.26 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.8% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 4.4.2 (KitKat),,Quad-core 1.2 GHz,,microSDHC (dedicated slot),4GB 1GB RAM,,,LED flash,720p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, removable",,Black,A564C,About 120 EUR,,,,,,,VGA,,,,,,,,,Up to 800 h (2G) / Up to 667 h (3G),Up to 13 h (2G) / Up to 8 h (3G),Up to 20 h,,,,,,,,,,,,,,,,,,
alcatel,alcatel Fire C 2G,https://fdn2.gsmarena.com/vv/bigpic/alcatel-fire-c-4020d.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,"2014, October. Released 2014, October",Discontinued,112.2 x 62 x 12 mm (4.42 x 2.44 x 0.47 in),93 g (3.28 oz),,Dual SIM (dual stand-by),"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~52.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Firefox OS 1.3,Spreadtrum 6821,1.0 GHz,,microSDHC (dedicated slot),"256MB ROM, 128MB RAM",MP3/AAC/WAV player MP4/H.263 player Photo viewer,,,320p,1.3 MP,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP",No,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1000 mAh, removable",,"Bluish Black, Dark Chocolate",4020D,About 30 EUR,,,,,,,"VGA, optional/operator dependent",,,,Yes,Yes,,,,Up to 160 h,Up to 7 h,,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pop 2 (5) Premium,https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-2-5-prem.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20 - 7044Y","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, September. Released 2015, May",Discontinued,141 x 71.5 x 8.9 mm (5.55 x 2.81 x 0.35 in),151 g (5.33 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.0 (Lollipop),,Quad-core 1.2 GHz,,microSDHC (dedicated slot),8GB 1GB RAM,"1, 2, 4, 7, 28 - 7044A",,"LED flash, HDR, panorama",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity/ compass (7044Y)","Li-Ion 2500 mAh, removable",,"White, Volcano Black, Full White",,,,,,,,,2 MP,,,Yes (7044Y),,,,,,Up to 480 h (2G) / Up to 480 h (3G),Up to 12 h (2G) / Up to 18 h (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pop 2 (5),https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-2-5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20 - 7043Y, 7043K","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, September. Released 2015, May",Discontinued,141 x 71.5 x 9.7 mm (5.55 x 2.81 x 0.38 in),170 g (6.00 oz),,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 5.0 (Lollipop),,Quad-core 1.2 GHz,,microSDHC (dedicated slot),8GB 1GB RAM,"1, 2, 4, 7, 28 - 7043A, 7043E",,"LED flash, HDR, panorama",1080p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity","Li-Ion 2500 mAh, removable",,"Black/White, Platinum Silver, Ash Gray, Volcano Black Full White, White/Platinum Silver, Cozy Red, Lemon Yellow, Aqua Blue, Jade Green, Lavender","7043A, 7043K, 7043Y",,,,,,,,VGA,,,Yes (7043Y / 7043K),,,,,,Up to 500 h (2G) / Up to 500 h (3G),Up to 8 h 20 min,,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pop 2 (4),https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-2-4.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2014, September. Released 2015, May",Discontinued,121.5 x 64.4 x 12.4 mm (4.78 x 2.54 x 0.49 in),125 g (4.41 oz),,Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 5.0 (Lollipop),,Quad-core 1.2 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,,,"LED flash, HDR, panorama",720p@30fps,3.15 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, removable",,"Full White, Black/White, Ash Gray, Volcano BlackWhite/Cozy Red, Lemon Yellow/ Aqua Blue",,,,,,,,,VGA,,,,,,,,,Up to 250 h (2G) / Up to 200 h (3G),Up to 6 h (2G) / Up to 5 h (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pop 2 (4.5) Dual SIM,https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-2-45.jpg,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - 5042D, 5042E (SIM 1, SIM 2)","HSDPA 850 / 900 / 1900 / 2100 - 5042D, 5042E","1, 3, 7, 8, 20 - 5042D","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, September. Released 2014, December",Discontinued,132.5 x 65.4 x 9.9 mm (5.22 x 2.57 x 0.39 in),147 g (5.19 oz),,"Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~64.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 4.4 (KitKat),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDHC (dedicated slot),"8GB (5GB user available), 1GB RAM","1, 2, 4, 7, 28 - 5042E",,"LED flash, HDR, panorama",1080p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 2000 mAh, removable",,"Lemon Yellow, Lavender, Jade Green, Cozy Red, Aqua Blue, White, Platinum Silver, Ash Gray, Volcano Black",,About 180 EUR,,,eMMC 4.5,,,,VGA,,,,,,,,,Up to 400 h (2G) / Up to 400 h (3G),Up to 8 h (2G) / Up to 12 h (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pop 2 (4.5),https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-2-45.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all models,"HSDPA 850 / 900 / 1900 / 2100 - 5042A, 5042X, 5042W, 5042G","1, 2, 4, 5, 7 - 5042A","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, September. Released 2014, December",Discontinued,132.5 x 65.4 x 10 mm (5.22 x 2.57 x 0.39 in),147 g (5.19 oz),,Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~64.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 4.4.2 (KitKat),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDHC (dedicated slot),"8GB (5GB user available), 1GB RAM",HSDPA 2100  / 800 - 5042F,,"LED flash, HDR, panorama",1080p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 2000 mAh, removable",,"Lemon Yellow, Lavender, Jade Green, Cozy Red, Aqua Blue, White, Platinum Silver, Ash Gray, Volcano Black",,About 130 EUR,,,"1, 3, 7, 8, 20 - 5042X",eMMC 4.5,,,VGA,,,,,,,,,Up to 400 h (2G) / Up to 400 h (3G),Up to 8 h (2G) / Up to 12 h (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel Fierce 2,https://fdn2.gsmarena.com/vv/bigpic/alcatel-fierce2.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700 / 1900 / 2100,,HSPA,"2014, August. Released 2014, September",Discontinued,141 x 71.9 x 9.9 mm (5.55 x 2.83 x 0.39 in),149.1 g (5.26 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 4.4.2 (KitKat),,Quad-core 1.2 GHz,,microSDHC (dedicated slot),4GB 1GB RAM,,,LED flash,720p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, removable",,Black,"7040T, 7040N",About 90 EUR,,,,,,,VGA,,,,,,,,,Up to 336 h (3G),Up to 6 h (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel Evolve 2,https://fdn2.gsmarena.com/vv/bigpic/alcatel-evolve2.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700 / 1900 / 2100,,HSPA,"2014, October. Released 2014, October",Discontinued,121.6 x 64.5 x 11.7 mm (4.79 x 2.54 x 0.46 in),121.1 g (4.27 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4.2 (KitKat),,Dual-core 1.3 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,,,LED flash,720p@30fps,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",,Black,,About 60 EUR,,,,,,,VGA,,,,,,,,,Up to 336 h (3G),Up to 6 h (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pop 8S,https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-8s-1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, September. Released 2014, December",Discontinued,209 x 128 x 7.2 mm (8.23 x 5.04 x 0.28 in),327 g (11.53 oz),,Micro-SIM,IPS LCD capacitive touchscreen,"8.0 inches, 185.6 cm2 (~69.4% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",Android 4.4.2 (KitKat),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDHC (dedicated slot),8GB 1GB RAM,eMMC 4.5,,,Yes,"5 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",Yes,No,microUSB 2.0,Accelerometer,"Li-Ion 4100 mAh, non-removable",,"White, Black/ color back panels",,About 250 EUR,,,,,,,3 MP,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel Hero 8,https://fdn2.gsmarena.com/vv/bigpic/alcatel-hero-8.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2014, September. Released 2014, December",Discontinued,209 x 122 x 7.3 mm (8.23 x 4.80 x 0.29 in),310 g (10.93 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~72.8% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",Android 4.4.2 (KitKat),Mediatek MT8392 (28 nm),Octa-core 2.0 GHz Cortex-A7,Mali-450MP4,microSDHC (dedicated slot),"8GB 2GB RAM, 16GB 2GB RAM, 32GB 2GB RAM",Stylus,,LED flash,1080p@30fps,"5 MP, AF",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 4060 mAh, non-removable",,Dark Gray,,About 280 EUR,,,,,,,2 MP,,"Asahi Dragontrail Glass, oleophobic coating",Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel Hero 2,https://fdn2.gsmarena.com/vv/bigpic/alcatel-hero-2.jpg,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - 8030B, 8030Y","HSDPA 850 / 900 / 1900 / 2100 - 8030B, 8030Y","1, 2, 3, 4, 7, 28 - 8030B","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2014, September. Released 2014, September",Discontinued,160.5 x 81.6 x 7.9 mm (6.32 x 3.21 x 0.31 in),175 g (6.17 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~75.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Android 4.4.2 (KitKat),Mediatek MT8392 (28 nm),Octa-core 2.0 GHz Cortex-A7,Mali-450MP4,microSDHC (dedicated slot),"16GB (12.9GB user available), 2GB RAM","1, 3, 7, 8, 20 - 8030Y",,"LED flash, HDR, panorama",1080p@30fps,"13.1 MP, AF, OIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 3100 mAh, non-removable",,Dark Gray,8030Y,About 460 EUR,,,Stylus,,,,5 MP,,"Asahi Dragontrail Glass, oleophobic coating",Yes,,,,,Yes,Up to 500 h (2G) / Up to 380 h (3G),Up to 15 h 30 min (2G) / Up to 10 h (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pixi 2,https://fdn2.gsmarena.com/vv/bigpic/Alcatel-One-Touch-Pixi-2-1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, May. Released 2014, May",Discontinued,112.5 x 62 x 12 mm (4.43 x 2.44 x 0.47 in),100 g (3.53 oz),,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~52.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 4.2 (Jelly Bean),,Dual-core 1.0 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,No,,,480p@30fps,2 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,Accelerometer,"Li-Ion 1300 mAh, removable",,"Full White, Bluish Black",,About 80 EUR,,,,,,,,,,,,,,,,Up to 433 h (2G) / Up to 325 h (3G),Up to 5 h 50 min (2G) / Up to 2 h 40 min (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pop D5,https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-d5.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, August. Released 2014, September",Discontinued,132.5 x 67.9 x 10 mm (5.22 x 2.67 x 0.39 in),150 g (5.29 oz),,Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 4.4.2 (KitKat),,Quad-core 1.3 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,,,"LED flash, HDR",720p@30fps,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1800 mAh, removable",,"Black/White, Platinum Silver, Ash Gray, Volcano Black White, Platinum Silver, Cozy Red, Lemon Yellow, Aqua Blue, Jade Green, Lavender",5038X,About 100 EUR,,,,,,,VGA,,,,,,,,,Up to 488 h (2G) / Up to 305 h (3G),Up to 10 h (2G) / Up to 9 h 30 min (3G),Up to 48 h,,,,,,,,,,,,,,,,,,
alcatel,alcatel Pop C2,https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-c2.jpg,GSM / HSPA,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - 4032D, 4032E",HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, July. Released 2014, July",Discontinued,122 x 64.4 x 12 mm (4.80 x 2.54 x 0.47 in),116 g (4.09 oz),,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~58.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.2 (Jelly Bean),,Dual-core 1.3 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,"GSM 850 / 900 / 1800 / 1900 - 4032X, 4032A",,,480p@30fps,3.15 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,Accelerometer,"Li-Ion 1300 mAh, removable",,"Bluish Black, Pure White",,About 40 EUR,,,No,,,,,,,,,,,,,Up to 510 h (2G) / Up to 400 h (3G),Up to 13 h 30 min (2G) / Up to 9 h 30 min (3G),,,,,,,,,,,,,,,,,,,
